Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Shaun Hill,QB,SFO,213.0,2.0,0.0,20.0,15.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,23.02,23.02,23.02
Brett Favre,QB,NYJ,258.0,2.0,0.0,33.0,26.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.42,18.42,18.42
Kerry Collins,QB,TEN,230.0,3.0,1.0,23.0,13.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0
Jay Cutler,QB,DEN,216.0,1.0,0.0,27.0,19.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,13.040000000000001,13.040000000000001,13.040000000000001
Gus Frerotte,QB,MIN,138.0,1.0,0.0,20.0,14.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.82,9.82,9.82
Aaron Rodgers,QB,GNB,227.0,2.0,1.0,30.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.18,15.18,15.18
Matt Cassel,QB,NWE,400.0,3.0,0.0,51.0,30.0,8.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,34.2,34.2,34.2
Jeff Garcia,QB,TAM,255.0,0.0,0.0,30.0,23.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,12.299999999999999,12.299999999999999,12.299999999999999
Peyton Manning,QB,IND,320.0,2.0,0.0,46.0,30.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.900000000000002,20.900000000000002,20.900000000000002
Kurt Warner,QB,ARI,395.0,1.0,1.0,44.0,32.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,1.0,15.5,15.5,15.5
Ben Roethlisberger,QB,PIT,308.0,0.0,0.0,41.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.32,12.32,12.32
Chad Pennington,QB,MIA,174.0,0.0,0.0,22.0,16.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.66,7.66,7.66
Ryan Fitzpatrick,QB,CIN,261.0,1.0,0.0,44.0,29.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,15.34,15.34,15.34
Drew Brees,QB,NOR,266.0,1.0,1.0,36.0,25.0,3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.440000000000001,12.440000000000001,12.440000000000001
JaMarcus Russell,QB,OAK,156.0,0.0,0.0,22.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.24,6.24,6.24
Jake Delhomme,QB,CAR,102.0,1.0,0.0,19.0,10.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.88,7.88,7.88
Sage Rosenfels,QB,HOU,192.0,0.0,1.0,18.0,13.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.08,6.08,6.08
Tyler Thigpen,QB,KAN,235.0,2.0,1.0,38.0,19.0,3.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,19.9,19.9
Jason Campbell,QB,WAS,162.0,1.0,1.0,34.0,22.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,10.68,10.68,10.68
Eli Manning,QB,NYG,153.0,1.0,1.0,23.0,13.0,2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.82,7.82,7.82
Tony Romo,QB,DAL,198.0,1.0,2.0,27.0,19.0,2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.619999999999999,7.619999999999999,7.619999999999999
Matt Ryan,QB,ATL,250.0,0.0,1.0,33.0,20.0,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,9.8,9.8
Marc Bulger,QB,STL,295.0,1.0,2.0,53.0,34.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,10.3,10.3,10.3
Rex Grossman,QB,CHI,26.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,1.04,1.04
Kyle Orton,QB,CHI,133.0,0.0,0.0,26.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.3200000000000003,3.3200000000000003,3.3200000000000003
Daunte Culpepper,QB,DET,207.0,1.0,2.0,35.0,20.0,5.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,13.580000000000002,13.580000000000002,13.580000000000002
Joe Flacco,QB,BAL,164.0,1.0,2.0,33.0,20.0,6.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,12.259999999999998,12.259999999999998,12.259999999999998
Brady Quinn,QB,CLE,185.0,0.0,0.0,36.0,14.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,9.200000000000001,9.200000000000001,9.200000000000001
Donovan McNabb,QB,PHI,339.0,1.0,3.0,58.0,28.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,9.760000000000002,9.760000000000002,9.760000000000002
Trent Edwards,QB,BUF,148.0,1.0,3.0,26.0,16.0,3.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,10.620000000000001,10.620000000000001,10.620000000000001
Matt Hasselbeck,QB,SEA,170.0,1.0,3.0,29.0,17.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,6.5,6.5
Philip Rivers,QB,SDG,164.0,0.0,2.0,26.0,15.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0599999999999996,3.0599999999999996,3.0599999999999996
David Garrard,QB,JAX,135.0,0.0,1.0,30.0,13.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0
J.T. O'Sullivan,QB,SFO,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,-0.1
Antwaan Randle El,WR,WAS,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,24.0,0.0,0.0,3.4,2.4,2.9
