Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Mark Bradley,WR,KAN,37.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,7.0,65.0,0.0,0.0,15.98,11.98,13.98
Byron Leftwich,QB,PIT,129.0,1.0,0.0,10.0,7.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.06,9.06,9.06
Matt Ryan,QB,ATL,220.0,2.0,0.0,22.0,17.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.900000000000002,14.900000000000002,14.900000000000002
Peyton Manning,QB,IND,254.0,2.0,0.0,29.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.16,18.16,18.16
Kurt Warner,QB,ARI,343.0,2.0,0.0,33.0,22.0,3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,21.52,21.52,21.52
Earnest Graham,RB,TAM,3.0,1.0,0.0,1.0,1.0,19.0,62.0,0.0,5.0,6.0,29.0,0.0,0.0,18.22,13.22,15.72
Gus Frerotte,QB,MIN,182.0,3.0,1.0,18.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.28,17.28,17.28
Joe Flacco,QB,BAL,248.0,2.0,0.0,29.0,17.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.12,18.12,18.12
Sage Rosenfels,QB,HOU,224.0,2.0,1.0,29.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.96,14.96,14.96
Donovan McNabb,QB,PHI,349.0,2.0,1.0,43.0,28.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,20.560000000000002,20.560000000000002,20.560000000000002
Eli Manning,QB,NYG,147.0,3.0,1.0,27.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.879999999999999,11.879999999999999,11.879999999999999
Jeff Garcia,QB,TAM,339.0,1.0,1.0,43.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.560000000000002,15.560000000000002,15.560000000000002
Tyler Thigpen,QB,KAN,164.0,1.0,0.0,25.0,14.0,6.0,22.0,0.0,1.0,1.0,37.0,1.0,0.0,23.459999999999997,22.459999999999997,22.959999999999997
Ryan Fitzpatrick,QB,CIN,162.0,2.0,1.0,31.0,21.0,3.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,17.68,17.68,17.68
Kyle Orton,QB,CHI,108.0,0.0,0.0,14.0,8.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,11.02,11.02,11.02
Derek Anderson,QB,CLE,219.0,2.0,1.0,33.0,17.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,15.559999999999999,15.559999999999999,15.559999999999999
Trent Edwards,QB,BUF,289.0,1.0,2.0,35.0,24.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.46,9.46,9.46
Kevin Faulk,RB,NWE,-2.0,0.0,0.0,1.0,1.0,10.0,60.0,0.0,5.0,5.0,38.0,0.0,0.0,14.719999999999999,9.719999999999999,12.219999999999999
Aaron Rodgers,QB,GNB,314.0,1.0,1.0,41.0,22.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,13.660000000000004,13.660000000000004,13.660000000000004
Matt Cassel,QB,NWE,204.0,0.0,1.0,34.0,25.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,8.16,8.16,8.16
Seneca Wallace,QB,SEA,169.0,1.0,0.0,29.0,13.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.959999999999999,10.959999999999999,10.959999999999999
Dan Orlovsky,QB,DET,292.0,2.0,2.0,47.0,28.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.879999999999999,15.879999999999999,15.879999999999999
Brett Favre,QB,NYJ,201.0,0.0,1.0,28.0,19.0,3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.839999999999999,5.839999999999999,5.839999999999999
Matt Schaub,QB,HOU,139.0,0.0,1.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5599999999999996,1.5599999999999996,1.5599999999999996
Chad Pennington,QB,MIA,281.0,0.0,1.0,40.0,23.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.14,9.14,9.14
David Garrard,QB,JAX,229.0,0.0,1.0,38.0,23.0,6.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,9.46,9.46,9.46
Kerry Collins,QB,TEN,180.0,0.0,0.0,37.0,18.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0
Marc Bulger,QB,STL,186.0,2.0,2.0,33.0,16.0,3.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,12.64,12.64,12.64
Jay Cutler,QB,DEN,307.0,2.0,3.0,46.0,24.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.48,14.48,14.48
Brooks Bollinger,QB,DAL,63.0,1.0,1.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.52,4.52,4.52
Jason Campbell,QB,WAS,206.0,0.0,2.0,43.0,24.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74,4.74,4.74
Rex Grossman,QB,CHI,58.0,1.0,1.0,18.0,8.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,10.620000000000001,10.620000000000001,10.620000000000001
