Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Kellen Clemens,QB,SDG,63.0,1.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.52,6.52,6.52
Aaron Rodgers,QB,GNB,333.0,5.0,0.0,35.0,24.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,34.92,34.92,34.92
Tyrod Taylor,QB,BUF,277.0,3.0,0.0,29.0,21.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,24.279999999999998,24.279999999999998,24.279999999999998
Andy Dalton,QB,CIN,383.0,3.0,1.0,32.0,20.0,5.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,30.32,30.32,30.32
Cam Newton,QB,CAR,315.0,2.0,0.0,31.0,20.0,7.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,29.900000000000002,29.900000000000002,29.900000000000002
Eli Manning,QB,NYG,279.0,2.0,0.0,32.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.16,19.16,19.16
Tom Brady,QB,NWE,358.0,2.0,0.0,42.0,33.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,22.72,22.72,22.72
Derek Carr,QB,OAK,314.0,2.0,0.0,32.0,20.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.46,20.46,20.46
Matt Ryan,QB,ATL,285.0,2.0,0.0,36.0,24.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,21.099999999999998,21.099999999999998,21.099999999999998
Carson Palmer,QB,ARI,311.0,2.0,1.0,32.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.54,18.54,18.54
Peyton Manning,QB,DEN,324.0,2.0,1.0,42.0,31.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.86,18.86,18.86
Russell Wilson,QB,SEA,235.0,1.0,0.0,30.0,20.0,6.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,16.2,16.2
Michael Vick,QB,PIT,38.0,0.0,0.0,6.0,5.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,1.32,1.32
Joe Flacco,QB,BAL,362.0,2.0,1.0,49.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.48,20.48,20.48
Luke McCown,QB,NOR,310.0,0.0,1.0,38.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,10.4,10.4
Brandon Weeden,QB,DAL,232.0,0.0,1.0,26.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.279999999999999,7.279999999999999,7.279999999999999
Marcus Mariota,QB,TEN,367.0,2.0,2.0,44.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.68,18.68,18.68
Josh McCown,QB,CLE,341.0,2.0,1.0,49.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.64,19.64,19.64
Blake Bortles,QB,JAX,242.0,2.0,1.0,33.0,17.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,16.38,16.38,16.38
Andrew Luck,QB,IND,260.0,2.0,2.0,30.0,18.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,16.5,16.5
Ben Roethlisberger,QB,PIT,192.0,0.0,1.0,24.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.68,5.68,5.68
Philip Rivers,QB,SDG,246.0,1.0,1.0,34.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.84,9.84,9.84
Alex Smith,QB,KAN,290.0,1.0,1.0,40.0,24.0,6.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,16.9,16.9
