Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Pat O'Donnell,P,CHI,38.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.52,5.52,5.52
Cam Newton,QB,CAR,355.0,3.0,0.0,33.0,26.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2,26.2,26.2
Alex Smith,QB,KAN,324.0,3.0,0.0,37.0,29.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,26.86,26.86,26.86
Carson Wentz,QB,PHI,304.0,4.0,1.0,30.0,21.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,27.26,27.26,27.26
Aaron Rodgers,QB,GNB,221.0,3.0,0.0,29.0,19.0,4.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,24.04,24.04,24.04
Kevin Hogan,QB,CLE,194.0,2.0,1.0,19.0,16.0,4.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,16.759999999999998,16.759999999999998,16.759999999999998
Deshaun Watson,QB,HOU,261.0,5.0,0.0,31.0,16.0,3.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,33.54,33.54,33.54
Case Keenum,QB,MIN,140.0,1.0,0.0,21.0,17.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,11.8,11.8
Dak Prescott,QB,DAL,251.0,3.0,1.0,36.0,25.0,4.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,29.74,29.74,29.74
Matthew Stafford,QB,DET,229.0,2.0,0.0,35.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.16,15.16,15.16
Josh McCown,QB,NYJ,194.0,2.0,1.0,30.0,23.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,13.459999999999999,13.459999999999999,13.459999999999999
Brian Hoyer,QB,SFO,353.0,2.0,0.0,46.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.119999999999997,22.119999999999997,22.119999999999997
Joe Flacco,QB,BAL,222.0,0.0,0.0,26.0,19.0,3.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.48,8.48,8.48
Tom Brady,QB,NWE,303.0,1.0,1.0,40.0,30.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,12.619999999999997,12.619999999999997,12.619999999999997
Carson Palmer,QB,ARI,291.0,1.0,0.0,44.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.64,15.64,15.64
Jameis Winston,QB,TAM,334.0,1.0,0.0,46.0,26.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,18.46,18.46,18.46
Matt Cassel,QB,TEN,141.0,1.0,0.0,32.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.640000000000001,7.640000000000001,7.640000000000001
Eli Manning,QB,NYG,225.0,2.0,1.0,36.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,13.0
Jacoby Brissett,QB,IND,314.0,0.0,1.0,34.0,22.0,8.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,17.96,17.96,17.96
EJ Manuel,QB,OAK,159.0,1.0,0.0,26.0,13.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.86,11.86,11.86
Philip Rivers,QB,LAC,258.0,3.0,1.0,44.0,21.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,20.82,20.82,20.82
Andy Dalton,QB,CIN,328.0,1.0,2.0,36.0,22.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.319999999999997,13.319999999999997,13.319999999999997
Russell Wilson,QB,SEA,198.0,1.0,1.0,37.0,24.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,11.52,11.52,11.52
Tyrod Taylor,QB,BUF,166.0,1.0,1.0,37.0,20.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.940000000000001,8.940000000000001,8.940000000000001
Mitchell Trubisky,QB,CHI,128.0,1.0,1.0,25.0,12.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,7.32,7.32,7.32
Sam Bradford,QB,MIN,36.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,1.44,1.44
Jay Cutler,QB,MIA,92.0,1.0,1.0,26.0,12.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.48,6.48,6.48
Jared Goff,QB,LAR,288.0,0.0,2.0,47.0,22.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,7.719999999999999,7.719999999999999,7.719999999999999
Blake Bortles,QB,JAX,95.0,0.0,1.0,14.0,8.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.7,2.7
MarQueis Gray,TE,MIA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeShone Kizer,QB,CLE,87.0,0.0,1.0,17.0,8.0,6.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,2.38,2.38,2.38
Ben Roethlisberger,QB,PIT,312.0,0.0,5.0,55.0,33.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58,2.58,2.58
Tanner McEvoy,WR,SEA,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0
Leonard Fournette,RB,JAX,0.0,0.0,0.0,0.0,0.0,28.0,181.0,2.0,1.0,1.0,3.0,0.0,0.0,31.400000000000002,30.400000000000002,30.900000000000002
Aaron Jones,RB,GNB,0.0,0.0,0.0,0.0,0.0,19.0,125.0,1.0,1.0,1.0,9.0,0.0,0.0,20.4,19.4,19.9
Ezekiel Elliott,RB,DAL,0.0,0.0,0.0,0.0,0.0,29.0,116.0,0.0,1.0,2.0,16.0,0.0,0.0,14.2,13.2,13.7
Kareem Hunt,RB,KAN,0.0,0.0,0.0,0.0,0.0,29.0,107.0,0.0,3.0,4.0,9.0,0.0,0.0,14.6,11.6,13.1
Melvin Gordon,RB,LAC,0.0,0.0,0.0,0.0,0.0,20.0,105.0,0.0,6.0,8.0,58.0,2.0,0.0,34.3,28.3,31.3
Jerick McKinnon,RB,MIN,0.0,0.0,0.0,0.0,0.0,16.0,95.0,1.0,6.0,6.0,51.0,0.0,0.0,26.6,20.6,23.6
Marlon Mack,RB,IND,0.0,0.0,0.0,0.0,0.0,9.0,91.0,1.0,1.0,1.0,2.0,0.0,0.0,16.299999999999997,15.299999999999999,15.799999999999999
Jay Ajayi,RB,MIA,0.0,0.0,0.0,0.0,0.0,25.0,77.0,0.0,2.0,3.0,2.0,0.0,1.0,7.9,5.9,6.9
Jordan Howard,RB,CHI,0.0,0.0,0.0,0.0,0.0,19.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,7.6,7.6
LeGarrette Blount,RB,PHI,0.0,0.0,0.0,0.0,0.0,14.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,7.4,7.4
Doug Martin,RB,TAM,0.0,0.0,0.0,0.0,0.0,13.0,74.0,1.0,1.0,3.0,8.0,0.0,0.0,15.200000000000001,14.200000000000001,14.700000000000001
Lamar Miller,RB,HOU,0.0,0.0,0.0,0.0,0.0,15.0,74.0,0.0,2.0,3.0,15.0,0.0,0.0,10.9,8.9,9.9
Javorius Allen,RB,BAL,0.0,0.0,0.0,0.0,0.0,21.0,73.0,1.0,4.0,5.0,12.0,0.0,0.0,18.5,14.5,16.5
Orleans Darkwa,RB,NYG,0.0,0.0,0.0,0.0,0.0,8.0,69.0,1.0,1.0,4.0,3.0,0.0,0.0,14.200000000000001,13.200000000000001,13.700000000000001
