Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Daunte Culpepper,QB,MIN,357.0,3.0,0.0,29.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.28,26.28,26.28
Rich Gannon,QB,OAK,168.0,2.0,0.0,21.0,14.0,7.0,55.0,0.0,0.0,0.0,0.0,0.0,1.0,18.22,18.22,18.22
Chris Mohr,P,BUF,44.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,1.76,1.76
Ryan Leaf,QB,SDG,311.0,3.0,1.0,27.0,13.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,22.339999999999996,22.339999999999996,22.339999999999996
Jeff George,QB,WAS,269.0,3.0,1.0,34.0,24.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,21.959999999999997,21.959999999999997,21.959999999999997
Dave Brown,QB,ARI,140.0,1.0,1.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,7.6,7.6
Aaron Brooks,QB,NOR,187.0,2.0,1.0,22.0,14.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,13.98,13.98,13.98
Charlie Batch,QB,DET,225.0,3.0,1.0,32.0,20.0,4.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,20.0,20.0
Trent Dilfer,QB,BAL,242.0,2.0,2.0,24.0,18.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.879999999999999,13.879999999999999,13.879999999999999
Trent Green,QB,STL,366.0,2.0,1.0,38.0,23.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,20.94,20.94,20.94
Brett Favre,QB,GNB,301.0,2.0,1.0,36.0,23.0,1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,17.74,17.74,17.74
Rob Johnson,QB,BUF,196.0,2.0,0.0,36.0,21.0,4.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,26.04,26.04,26.04
Peyton Manning,QB,IND,294.0,3.0,1.0,44.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.759999999999998,21.759999999999998,21.759999999999998
Donovan McNabb,QB,PHI,217.0,1.0,1.0,34.0,25.0,5.0,29.0,1.0,1.0,1.0,2.0,0.0,0.0,20.779999999999998,19.779999999999998,20.279999999999998
Gus Frerotte,QB,DEN,462.0,5.0,4.0,58.0,36.0,3.0,-4.0,0.0,0.0,0.0,0.0,0.0,1.0,28.080000000000005,28.080000000000005,28.080000000000005
Elvis Grbac,QB,KAN,341.0,2.0,1.0,48.0,28.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.740000000000002,17.740000000000002,17.740000000000002
Kerry Collins,QB,NYG,350.0,2.0,1.0,51.0,29.0,3.0,18.0,1.0,0.0,0.0,0.0,0.0,1.0,25.8,25.8,25.8
Jeff Garcia,QB,SFO,210.0,0.0,0.0,31.0,16.0,9.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,13.4,13.4
Drew Bledsoe,QB,NWE,258.0,0.0,1.0,36.0,22.0,5.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.92,7.92,7.92
Mark Brunell,QB,JAX,190.0,1.0,1.0,31.0,17.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.699999999999999,7.699999999999999,7.699999999999999
Scott Mitchell,QB,CIN,236.0,1.0,1.0,38.0,20.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,12.54,12.54,12.54
Jeff Blake,QB,NOR,39.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,1.56,1.56
Jake Plummer,QB,ARI,51.0,0.0,0.0,15.0,8.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14,3.14,3.14
Shane Matthews,QB,CHI,165.0,0.0,1.0,34.0,20.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.1,5.1
Steve Beuerlein,QB,CAR,272.0,0.0,2.0,44.0,26.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,11.080000000000002,11.080000000000002,11.080000000000002
Doug Pederson,QB,CLE,103.0,0.0,1.0,20.0,13.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2199999999999998,2.2199999999999998,2.2199999999999998
Kordell Stewart,QB,PIT,188.0,1.0,2.0,27.0,13.0,6.0,59.0,2.0,0.0,0.0,0.0,0.0,1.0,23.42,23.42,23.42
Steve McNair,QB,TEN,204.0,0.0,4.0,25.0,16.0,8.0,51.0,0.0,0.0,0.0,0.0,0.0,2.0,1.2599999999999998,1.2599999999999998,1.2599999999999998
Chris Chandler,QB,ATL,154.0,0.0,1.0,33.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16,4.16,4.16
Ahman Green,RB,GNB,0.0,0.0,0.0,1.0,0.0,24.0,153.0,0.0,4.0,7.0,27.0,0.0,0.0,22.0,18.0,20.0
Shaun King,QB,TAM,91.0,0.0,2.0,19.0,12.0,11.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,12.84,12.84,12.84
Vinny Testaverde,QB,NYJ,113.0,0.0,2.0,29.0,14.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,1.92,1.92
Troy Aikman,QB,DAL,138.0,0.0,3.0,33.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4800000000000004,-0.4800000000000004,-0.4800000000000004
Damon Huard,QB,MIA,128.0,0.0,3.0,29.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8799999999999999,-0.8799999999999999,-0.8799999999999999
Fred Taylor,RB,JAX,0.0,0.0,0.0,0.0,0.0,30.0,234.0,3.0,3.0,7.0,14.0,1.0,0.0,51.8,48.8,50.3
Jamal Lewis,RB,BAL,0.0,0.0,0.0,0.0,0.0,28.0,187.0,0.0,4.0,4.0,20.0,0.0,0.0,24.7,20.7,22.7
Eddie George,RB,TEN,0.0,0.0,0.0,0.0,0.0,36.0,134.0,3.0,2.0,2.0,15.0,0.0,0.0,34.9,32.9,33.9
Robert Smith,RB,MIN,0.0,0.0,0.0,0.0,0.0,23.0,103.0,1.0,3.0,3.0,70.0,1.0,0.0,32.3,29.3,30.8
Mike Anderson,RB,DEN,0.0,0.0,0.0,0.0,0.0,19.0,97.0,0.0,6.0,7.0,41.0,0.0,0.0,19.799999999999997,13.799999999999999,16.799999999999997
Stephen Davis,RB,WAS,0.0,0.0,0.0,0.0,0.0,19.0,85.0,0.0,3.0,4.0,21.0,0.0,0.0,13.6,10.6,12.1
Corey Dillon,HB,CIN,0.0,0.0,0.0,0.0,0.0,28.0,79.0,0.0,2.0,2.0,18.0,0.0,0.0,11.700000000000001,9.700000000000001,10.700000000000001
Jamal Anderson,RB,ATL,0.0,0.0,0.0,0.0,0.0,17.0,76.0,0.0,3.0,5.0,17.0,0.0,0.0,12.299999999999999,9.299999999999999,10.799999999999999
Warrick Dunn,RB,TAM,0.0,0.0,0.0,0.0,0.0,17.0,75.0,0.0,2.0,4.0,1.0,0.0,1.0,7.6,5.6,6.6
Edgerrin James,RB,IND,0.0,0.0,0.0,0.0,0.0,17.0,71.0,0.0,7.0,8.0,66.0,0.0,0.0,20.7,13.7,17.2
James Allen,RB,CHI,0.0,0.0,0.0,0.0,0.0,20.0,67.0,0.0,4.0,7.0,15.0,0.0,0.0,12.2,8.2,10.2
Priest Holmes,RB,BAL,0.0,0.0,0.0,0.0,0.0,13.0,64.0,1.0,4.0,5.0,34.0,0.0,0.0,19.8,15.8,17.8
Darnell Autry,RB,PHI,0.0,0.0,0.0,0.0,0.0,16.0,59.0,1.0,5.0,6.0,31.0,0.0,0.0,20.0,15.0,17.5
Charlie Garner,RB,SFO,0.0,0.0,0.0,0.0,0.0,18.0,59.0,0.0,6.0,6.0,76.0,0.0,0.0,19.5,13.5,16.5
Brad Hoover,RB,CAR,0.0,0.0,0.0,0.0,0.0,18.0,59.0,0.0,2.0,3.0,16.0,0.0,0.0,9.5,7.5,8.5
Jerome Bettis,RB,PIT,0.0,0.0,0.0,0.0,0.0,12.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5.7,5.7
Bernie Parmalee,RB,NYJ,0.0,0.0,0.0,0.0,0.0,14.0,57.0,2.0,1.0,3.0,8.0,0.0,0.0,19.5,18.5,19.0
Curtis Martin,RB,NYJ,0.0,0.0,0.0,0.0,0.0,14.0,54.0,0.0,1.0,2.0,-1.0,0.0,0.0,6.300000000000001,5.300000000000001,5.800000000000001
James Stewart,RB,DET,0.0,0.0,0.0,0.0,0.0,22.0,52.0,1.0,2.0,2.0,16.0,0.0,0.0,14.799999999999999,12.799999999999999,13.799999999999999
J.J. Johnson,RB,MIA,0.0,0.0,0.0,0.0,0.0,10.0,50.0,0.0,4.0,4.0,24.0,0.0,0.0,11.4,7.4,9.4
Jermaine Fazande,RB,SDG,0.0,0.0,0.0,0.0,0.0,14.0,49.0,0.0,0.0,0.0,0.0,0.0,1.0,2.9000000000000004,2.9000000000000004,2.9000000000000004
Napoleon Kaufman,RB,OAK,0.0,0.0,0.0,0.0,0.0,9.0,49.0,0.0,1.0,2.0,25.0,0.0,0.0,8.4,7.4,7.9
Michael Pittman,RB,ARI,0.0,0.0,0.0,0.0,0.0,13.0,49.0,0.0,6.0,6.0,29.0,0.0,0.0,13.8,7.800000000000001,10.8
Emmitt Smith,RB,DAL,0.0,0.0,0.0,0.0,0.0,11.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,4.8,4.8
Chad Morton,RB,NOR,0.0,0.0,0.0,0.0,0.0,5.0,45.0,0.0,6.0,7.0,62.0,0.0,0.0,16.7,10.7,13.7
Zack Crockett,FB,OAK,0.0,0.0,0.0,0.0,0.0,17.0,44.0,2.0,2.0,3.0,4.0,0.0,0.0,18.799999999999997,16.799999999999997,17.799999999999997
Tony Richardson,FB,KAN,0.0,0.0,0.0,0.0,0.0,8.0,44.0,0.0,4.0,6.0,30.0,0.0,0.0,11.4,7.4,9.4
Jerald Moore,RB,NOR,0.0,0.0,0.0,0.0,0.0,13.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,4.2,4.2
Terrelle Smith,FB,NOR,0.0,0.0,0.0,0.0,0.0,4.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,4.2,4.2
