Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Alex Smith,QB,SFO,165.0,3.0,1.0,19.0,15.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,17.6,17.6
Donovan McNabb,QB,PHI,354.0,2.0,0.0,33.0,18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,26.26,26.26,26.26
Marc Bulger,QB,STL,220.0,2.0,0.0,28.0,18.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,17.8,17.8
Damon Huard,QB,KAN,288.0,2.0,0.0,38.0,26.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.419999999999998,17.419999999999998,17.419999999999998
Bruce Gradkowski,QB,TAM,225.0,2.0,0.0,31.0,20.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,16.9,16.9,16.9
Eli Manning,QB,NYG,256.0,1.0,0.0,33.0,23.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,14.84,14.84,14.84
Byron Leftwich,QB,JAX,140.0,2.0,0.0,20.0,9.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.799999999999999,13.799999999999999,13.799999999999999
Rex Grossman,QB,CHI,182.0,2.0,0.0,27.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.280000000000001,15.280000000000001,15.280000000000001
Brian Griese,QB,CHI,29.0,0.0,0.0,4.0,4.0,3.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.04,-1.04,-1.04
Jake Delhomme,QB,CAR,170.0,1.0,0.0,29.0,20.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.700000000000001,10.700000000000001,10.700000000000001
Matt Leinart,QB,ARI,253.0,2.0,1.0,35.0,22.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.519999999999996,16.519999999999996,16.519999999999996
Tom Brady,QB,NWE,140.0,2.0,0.0,29.0,16.0,4.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,13.299999999999999,13.299999999999999,13.299999999999999
Philip Rivers,QB,SDG,242.0,2.0,1.0,37.0,24.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,18.08,18.08,18.08
Brad Johnson,QB,MIN,201.0,1.0,1.0,34.0,26.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.94,9.94,9.94
Drew Brees,QB,NOR,171.0,1.0,0.0,33.0,21.0,1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.54,10.54,10.54
Peyton Manning,QB,IND,166.0,2.0,1.0,31.0,20.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,13.440000000000001,13.440000000000001,13.440000000000001
Brett Favre,QB,GNB,220.0,1.0,0.0,39.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.8,10.8,10.8
Mark Brunell,QB,WAS,109.0,0.0,0.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.36,4.36,4.36
Jake Plummer,QB,DEN,106.0,1.0,1.0,24.0,13.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,7.34,7.34,7.34
Andrew Walter,QB,OAK,164.0,1.0,2.0,23.0,14.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,5.659999999999998,5.659999999999998,5.659999999999998
Marques Tuiasosopo,#3 QB,OAK,52.0,1.0,2.0,9.0,4.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9800000000000004,2.9800000000000004,2.9800000000000004
Ben Roethlisberger,QB,PIT,220.0,0.0,2.0,31.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.800000000000001,4.800000000000001,4.800000000000001
Joey Harrington,QB,MIA,232.0,0.0,2.0,41.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.279999999999999,5.279999999999999,5.279999999999999
Charlie Frye,QB,CLE,173.0,0.0,2.0,43.0,26.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,2.119999999999999,2.119999999999999,2.119999999999999
Jon Kitna,QB,DET,225.0,1.0,3.0,42.0,23.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,11.8,11.8,11.8
Kellen Clemens,3QB,NYJ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.8,-1.8,-1.8
J.P. Losman,QB,BUF,115.0,1.0,3.0,27.0,14.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4000000000000004,3.4000000000000004,3.4000000000000004
Steve McNair,QB,BAL,165.0,0.0,3.0,34.0,20.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0999999999999996,2.0999999999999996,2.0999999999999996
Vince Young,QB,TEN,63.0,0.0,1.0,21.0,10.0,4.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,10.82,10.82,10.82
Drew Bledsoe,QB,DAL,223.0,0.0,3.0,38.0,18.0,5.0,24.0,1.0,0.0,0.0,0.0,0.0,1.0,9.32,9.32,9.32
Chad Pennington,QB,NYJ,71.0,0.0,3.0,17.0,10.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.46,-1.46,-1.46
Frank Gore,RB,SFO,0.0,0.0,0.0,0.0,0.0,27.0,134.0,0.0,3.0,3.0,38.0,0.0,0.0,20.2,17.2,18.7
Tiki Barber,RB,NYG,0.0,0.0,0.0,0.0,0.0,23.0,123.0,0.0,3.0,5.0,16.0,0.0,0.0,16.9,13.9,15.4
Travis Henry,RB,TEN,0.0,0.0,0.0,0.0,0.0,19.0,123.0,0.0,2.0,3.0,10.0,0.0,0.0,15.3,13.3,14.3
Deuce McAllister,RB,NOR,0.0,0.0,0.0,0.0,0.0,15.0,123.0,1.0,1.0,3.0,8.0,0.0,0.0,20.1,19.1,19.6
Chester Taylor,RB,MIN,0.0,0.0,0.0,0.0,0.0,26.0,123.0,0.0,5.0,5.0,31.0,0.0,0.0,20.4,15.4,17.9
Fred Taylor,RB,JAX,0.0,0.0,0.0,0.0,0.0,21.0,111.0,1.0,1.0,2.0,32.0,0.0,0.0,21.3,20.3,20.8
Cadillac Williams,RB,TAM,0.0,0.0,0.0,0.0,0.0,20.0,111.0,0.0,3.0,4.0,14.0,0.0,0.0,15.5,12.5,14.0
Thomas Jones,RB,CHI,0.0,0.0,0.0,0.0,0.0,21.0,110.0,0.0,4.0,5.0,13.0,0.0,0.0,16.3,12.3,14.3
DeShaun Foster,RB,CAR,0.0,0.0,0.0,0.0,0.0,24.0,106.0,0.0,3.0,3.0,12.0,0.0,0.0,14.799999999999999,11.799999999999999,13.299999999999999
Noah Herron,RB,GNB,0.0,0.0,0.0,0.0,0.0,20.0,106.0,1.0,5.0,5.0,20.0,0.0,0.0,23.6,18.6,21.1
