Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Carson Palmer,QB,CIN,440.0,3.0,0.0,42.0,31.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,27.900000000000002,27.900000000000002,27.900000000000002
Ben Roethlisberger,QB,PIT,264.0,3.0,0.0,28.0,17.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.660000000000004,22.660000000000004,22.660000000000004
Tony Romo,QB,DAL,308.0,2.0,0.0,29.0,20.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,21.02,21.02,21.02
Philip Rivers,QB,SDG,338.0,3.0,0.0,36.0,24.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25.72,25.72,25.72
Seneca Wallace,QB,SEA,161.0,2.0,0.0,23.0,15.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,13.440000000000001,13.440000000000001,13.440000000000001
Charlie Frye,QB,CLE,165.0,1.0,0.0,22.0,16.0,4.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,11.399999999999999,11.399999999999999,11.399999999999999
Donovan McNabb,QB,PHI,257.0,2.0,0.0,26.0,12.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,19.48,19.48,19.48
Rex Grossman,QB,CHI,246.0,3.0,1.0,30.0,18.0,3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,19.64,19.64,19.64
Jake Delhomme,QB,CAR,240.0,2.0,0.0,34.0,22.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,17.8,17.8
Brett Favre,QB,GNB,347.0,2.0,0.0,42.0,24.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,21.680000000000003,21.680000000000003,21.680000000000003
Drew Brees,QB,NOR,398.0,1.0,0.0,47.0,31.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,21.32,21.32,21.32
Peyton Manning,QB,IND,236.0,1.0,0.0,39.0,27.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.24,13.24,13.24
Steve McNair,QB,BAL,373.0,3.0,2.0,47.0,29.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,23.82,23.82,23.82
Alex Smith,QB,SFO,136.0,0.0,0.0,20.0,14.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,4.94,4.94,4.94
J.P. Losman,QB,BUF,83.0,0.0,0.0,12.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.32,3.32,3.32
Brad Johnson,QB,MIN,257.0,1.0,1.0,30.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.28,10.28,10.28
Tom Brady,QB,NWE,253.0,1.0,1.0,36.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.12,12.12,12.12
Jon Kitna,QB,DET,202.0,1.0,1.0,30.0,19.0,4.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,10.780000000000001,10.780000000000001,10.780000000000001
Chad Pennington,QB,NYJ,168.0,1.0,1.0,33.0,22.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.12,9.12,9.12
Andrew Walter,QB,OAK,214.0,0.0,0.0,33.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.56,8.56,8.56
Joey Harrington,QB,MIA,201.0,0.0,0.0,35.0,19.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.639999999999999,8.639999999999999,8.639999999999999
