Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Drew Bennett,WR,TEN,26.0,1.0,0.0,1.0,1.0,1.0,12.0,0.0,2.0,8.0,47.0,0.0,0.0,12.940000000000001,10.940000000000001,11.940000000000001
Craig Nall,QB,GNB,64.0,1.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5600000000000005,6.5600000000000005,6.5600000000000005
Daunte Culpepper,QB,MIN,396.0,5.0,0.0,50.0,36.0,6.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,38.84,38.84,38.84
Brian Griese,QB,TAM,194.0,1.0,0.0,19.0,16.0,5.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.56,11.56,11.56
Chris Mohr,P,ATL,24.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.96,0.96
David Carr,QB,HOU,372.0,3.0,0.0,42.0,27.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,28.980000000000004,28.980000000000004,28.980000000000004
Drew Brees,QB,SDG,211.0,2.0,0.0,26.0,17.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.54,16.54,16.54
Jake Delhomme,QB,CAR,173.0,1.0,0.0,20.0,13.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,17.220000000000002,17.220000000000002,17.220000000000002
Steve McNair,QB,TEN,206.0,2.0,0.0,26.0,15.0,7.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,19.840000000000003,19.840000000000003,19.840000000000003
Peyton Manning,QB,IND,198.0,3.0,1.0,26.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.92,17.92,17.92
Ben Roethlisberger,QB,PIT,231.0,1.0,1.0,21.0,16.0,6.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,18.540000000000003,18.540000000000003,18.540000000000003
