Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Drew Brees,QB,SDG,281.0,5.0,0.0,25.0,22.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,33.34,33.34,33.34
Trent Green,QB,KAN,389.0,3.0,0.0,34.0,27.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,27.26,27.26,27.26
Michael Vick,QB,ATL,252.0,2.0,0.0,24.0,18.0,12.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,29.58,29.58,29.58
Chad Pennington,QB,NYJ,189.0,3.0,0.0,19.0,11.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,21.759999999999998,21.759999999999998,21.759999999999998
Ben Roethlisberger,QB,PIT,196.0,2.0,0.0,24.0,18.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,16.14,16.14,16.14
Peyton Manning,QB,IND,472.0,5.0,1.0,44.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.879999999999995,36.879999999999995,36.879999999999995
David Garrard,QB,JAX,28.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,1.12,1.12
Peerless Price,WR,ATL,25.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,59.0,2.0,0.0,20.9,18.9,19.9
David Carr,QB,HOU,276.0,1.0,0.0,34.0,26.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,16.54,16.54,16.54
Vinny Testaverde,QB,DAL,235.0,3.0,3.0,24.0,19.0,2.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,22.4,22.4,22.4
Drew Bledsoe,QB,BUF,81.0,2.0,0.0,17.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.24,11.24,11.24
Quincy Carter,QB,NYJ,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.32
Joey Harrington,QB,DET,255.0,2.0,1.0,32.0,19.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.099999999999998,16.099999999999998,16.099999999999998
Billy Volek,QB,TEN,210.0,2.0,1.0,32.0,21.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14.799999999999997,14.799999999999997,14.799999999999997
Jake Plummer,QB,DEN,499.0,4.0,3.0,55.0,31.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,30.46,30.46,30.46
Matt Hasselbeck,QB,SEA,201.0,1.0,1.0,30.0,21.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,12.44,12.44,12.44
Donovan McNabb,QB,PHI,219.0,1.0,0.0,33.0,18.0,6.0,36.0,0.0,0.0,0.0,0.0,0.0,1.0,14.36,14.36,14.36
Kurt Warner,QB,NYG,144.0,0.0,0.0,21.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.76,5.76,5.76
Jake Delhomme,QB,CAR,248.0,2.0,1.0,36.0,19.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,17.720000000000002,17.720000000000002,17.720000000000002
Kyle Boller,QB,BAL,223.0,1.0,1.0,38.0,24.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,11.62,11.62,11.62
Tom Brady,QB,NWE,271.0,2.0,2.0,43.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.84,12.84,12.84
Craig Krenzel,QB,CHI,168.0,1.0,1.0,25.0,13.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,7.619999999999999,7.619999999999999,7.619999999999999
Kerry Collins,QB,OAK,263.0,1.0,2.0,39.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.52,10.52,10.52
Mark Brunell,QB,WAS,218.0,2.0,2.0,44.0,25.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,13.219999999999999,13.219999999999999,13.219999999999999
Carson Palmer,QB,CIN,247.0,0.0,1.0,36.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.880000000000001,5.880000000000001,5.880000000000001
Josh McCown,QB,ARI,101.0,1.0,0.0,24.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.34,8.34,8.34
Brett Favre,QB,GNB,289.0,1.0,3.0,32.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.56,9.56,9.56
Daunte Culpepper,QB,MIN,231.0,1.0,2.0,41.0,24.0,5.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,12.440000000000001,12.440000000000001,12.440000000000001
Jay Fiedler,QB,MIA,218.0,2.0,2.0,41.0,20.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,15.32,15.32,15.32
Byron Leftwich,QB,JAX,227.0,0.0,2.0,40.0,25.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.58,5.58,5.58
Ken Dorsey,QB,SFO,122.0,0.0,1.0,36.0,16.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,3.38,3.38
Tony Banks,QB,HOU,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Bartrum,TE,PHI,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rod Gardner,WR,WAS,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,3.0,9.0,41.0,2.0,0.0,19.7,16.7,18.2
Shaun Alexander,RB,SEA,0.0,0.0,0.0,0.0,0.0,32.0,195.0,1.0,3.0,4.0,13.0,1.0,0.0,35.8,32.8,34.3
Chris Brown,RB,TEN,0.0,0.0,0.0,0.0,0.0,32.0,147.0,1.0,4.0,4.0,23.0,0.0,0.0,27.0,23.0,25.0
Priest Holmes,RB,KAN,0.0,0.0,0.0,0.0,0.0,32.0,143.0,3.0,3.0,4.0,82.0,0.0,1.0,41.5,38.5,40.0
Duce Staley,HB,PIT,0.0,0.0,0.0,0.0,0.0,25.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,12.5
LaMont Jordan,RB-K,NYJ,0.0,0.0,0.0,0.0,0.0,14.0,115.0,1.0,1.0,1.0,21.0,0.0,0.0,20.6,19.6,20.1
Curtis Martin,RB,NYJ,0.0,0.0,0.0,0.0,0.0,19.0,115.0,1.0,1.0,2.0,13.0,0.0,0.0,19.8,18.8,19.3
Willis McGahee,RB,BUF,0.0,0.0,0.0,0.0,0.0,30.0,102.0,2.0,1.0,2.0,9.0,0.0,0.0,24.099999999999998,23.099999999999998,23.599999999999998
Tiki Barber,RB,NYG,0.0,0.0,0.0,0.0,0.0,24.0,101.0,2.0,1.0,1.0,10.0,0.0,0.0,24.1,23.1,23.6
Eddie George,RB,DAL,0.0,0.0,0.0,0.0,0.0,31.0,99.0,0.0,2.0,2.0,14.0,0.0,0.0,13.3,11.3,12.3
Anthony Thomas,RB,CHI,0.0,0.0,0.0,0.0,0.0,25.0,98.0,0.0,4.0,4.0,46.0,0.0,1.0,16.4,12.4,14.4
Chester Taylor,RB,BAL,0.0,0.0,0.0,0.0,0.0,18.0,78.0,0.0,4.0,6.0,18.0,0.0,1.0,11.6,7.6,9.6
LaDainian Tomlinson,RB,SDG,0.0,0.0,0.0,0.0,0.0,19.0,71.0,1.0,1.0,1.0,7.0,0.0,0.0,14.799999999999999,13.799999999999999,14.299999999999999
Ahman Green,RB,GNB,0.0,0.0,0.0,0.0,0.0,24.0,70.0,2.0,4.0,4.0,73.0,0.0,0.0,30.3,26.3,28.3
Clinton Portis,RB,WAS,0.0,0.0,0.0,0.0,0.0,17.0,70.0,0.0,7.0,9.0,17.0,0.0,0.0,15.7,8.7,12.2
Jesse Chatman,RB,SDG,0.0,0.0,0.0,0.0,0.0,12.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,6.9,6.9
Jerome Bettis,RB,PIT,0.0,0.0,0.0,0.0,0.0,15.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,12.5
Emmitt Smith,RB,ARI,0.0,0.0,0.0,0.0,0.0,22.0,64.0,0.0,1.0,1.0,5.0,0.0,0.0,7.9,6.9,7.4
Rudi Johnson,HB,CIN,0.0,0.0,0.0,0.0,0.0,17.0,57.0,1.0,2.0,3.0,4.0,0.0,0.0,14.1,12.1,13.1
Kevan Barlow,RB,SFO,0.0,0.0,0.0,0.0,0.0,18.0,56.0,0.0,3.0,3.0,16.0,0.0,1.0,8.2,5.199999999999999,6.699999999999999
Domanick Williams,RB,HOU,0.0,0.0,0.0,0.0,0.0,22.0,56.0,0.0,5.0,5.0,39.0,0.0,0.0,14.5,9.5,12.0
Mike Cloud,RB,NYG,0.0,0.0,0.0,0.0,0.0,9.0,55.0,2.0,0.0,0.0,0.0,0.0,0.0,17.5,17.5,17.5
Troy Hambrick,RB,ARI,0.0,0.0,0.0,0.0,0.0,13.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.3,5.3
Reuben Droughns,RB,DEN,0.0,0.0,0.0,0.0,0.0,15.0,49.0,0.0,6.0,6.0,63.0,0.0,0.0,17.2,11.2,14.2
Sammy Morris,RB,MIA,0.0,0.0,0.0,0.0,0.0,11.0,48.0,0.0,3.0,3.0,12.0,0.0,0.0,9.0,6.0,7.5
T.J. Duckett,RB,ATL,0.0,0.0,0.0,0.0,0.0,8.0,45.0,1.0,0.0,0.0,0.0,0.0,1.0,8.5,8.5,8.5
