Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Ben Roethlisberger,QB,PIT,340.0,6.0,0.0,37.0,25.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,35.7,35.7,35.7
Ryan Tannehill,QB,MIA,288.0,3.0,0.0,34.0,24.0,4.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,28.22,28.22,28.22
Andrew Luck,QB,IND,354.0,4.0,0.0,46.0,25.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,30.66,30.66,30.66
Alex Smith,QB,KAN,199.0,2.0,0.0,31.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.96,15.96,15.96
Michael Vick,QB,NYJ,196.0,1.0,0.0,28.0,21.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,13.64,13.64,13.64
Carson Palmer,QB,ARI,249.0,3.0,1.0,34.0,22.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,19.76,19.76,19.76
Nick Foles,QB,PHI,124.0,1.0,1.0,12.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0600000000000005,7.0600000000000005,7.0600000000000005
Colin Kaepernick,QB,SFO,237.0,1.0,0.0,33.0,22.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,10.88,10.88,10.88
Tom Brady,QB,NWE,333.0,4.0,1.0,53.0,33.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,27.72,27.72,27.72
Blake Bortles,QB,JAX,247.0,2.0,1.0,33.0,22.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,16.880000000000003,16.880000000000003,16.880000000000003
Drew Brees,QB,NOR,297.0,1.0,1.0,34.0,24.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,18.080000000000002,18.080000000000002,18.080000000000002
Joe Flacco,QB,BAL,303.0,2.0,1.0,45.0,30.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.319999999999997,18.319999999999997,18.319999999999997
Robert Griffin,QB,WAS,251.0,1.0,1.0,28.0,18.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,14.439999999999998,14.439999999999998,14.439999999999998
Mark Sanchez,QB,PHI,202.0,2.0,2.0,22.0,15.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,12.579999999999998,12.579999999999998,12.579999999999998
Teddy Bridgewater,QB,MIN,268.0,1.0,0.0,42.0,26.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,16.72,16.72,16.72
Eli Manning,QB,NYG,359.0,2.0,0.0,52.0,27.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,22.16,22.16,22.16
Brian Hoyer,QB,CLE,300.0,2.0,2.0,34.0,21.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,16.5,16.5
Ryan Fitzpatrick,QB,HOU,203.0,2.0,1.0,27.0,13.0,6.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,19.019999999999996,19.019999999999996,19.019999999999996
Peyton Manning,QB,DEN,438.0,2.0,2.0,57.0,34.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,21.82,21.82,21.82
Andy Dalton,QB,CIN,233.0,2.0,2.0,31.0,19.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,14.420000000000002,14.420000000000002,14.420000000000002
Mike Glennon,QB,TAM,260.0,2.0,2.0,33.0,17.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,16.099999999999998,16.099999999999998,16.099999999999998
Derek Carr,QB,OAK,194.0,2.0,2.0,41.0,24.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,12.66,12.66,12.66
Matt Moore,QB,MIA,21.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.84,0.84
Russell Wilson,QB,SEA,179.0,0.0,0.0,35.0,17.0,8.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,10.26,10.26,10.26
Brandon Weeden,QB,DAL,183.0,1.0,2.0,33.0,18.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.52,7.52,7.52
Matt Simms,QB,NYJ,39.0,0.0,0.0,8.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,1.76,1.76
Austin Davis,QB,STL,105.0,1.0,2.0,24.0,13.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.1,5.1
Kellen Clemens,QB,SDG,10.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4
Mike Wallace,WR,MIA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,8.0,50.0,0.0,0.0,8.0,5.0,6.5
Cam Newton,QB,CAR,151.0,0.0,1.0,28.0,10.0,7.0,43.0,1.0,0.0,0.0,0.0,0.0,1.0,12.34,12.34,12.34
Philip Rivers,QB,SDG,138.0,0.0,3.0,23.0,12.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.1800000000000006,-2.1800000000000006,-2.1800000000000006
Jeremy Hill,HB,CIN,0.0,0.0,0.0,0.0,0.0,24.0,154.0,2.0,1.0,1.0,9.0,0.0,0.0,29.299999999999997,28.299999999999997,28.799999999999997
LeSean McCoy,RB,PHI,0.0,0.0,0.0,0.0,0.0,24.0,117.0,0.0,1.0,1.0,6.0,0.0,0.0,13.299999999999999,12.299999999999999,12.799999999999999
Mark Ingram,RB,NOR,0.0,0.0,0.0,0.0,0.0,30.0,100.0,2.0,1.0,2.0,10.0,0.0,0.0,24.0,23.0,23.5
Andre Ellington,RB,ARI,0.0,0.0,0.0,0.0,0.0,21.0,95.0,0.0,4.0,4.0,39.0,1.0,0.0,23.4,19.4,21.4
Denard Robinson,RB,JAX,0.0,0.0,0.0,0.0,0.0,17.0,94.0,1.0,2.0,2.0,10.0,0.0,0.0,18.4,16.4,17.4
Alfred Morris,RB,WAS,0.0,0.0,0.0,0.0,0.0,19.0,92.0,2.0,2.0,3.0,17.0,0.0,0.0,24.9,22.9,23.9
Bobby Rainey,RB,TAM,0.0,0.0,0.0,0.0,0.0,19.0,87.0,0.0,1.0,3.0,34.0,0.0,0.0,13.1,12.1,12.6
DeMarco Murray,RB,DAL,0.0,0.0,0.0,0.0,0.0,19.0,79.0,0.0,4.0,4.0,11.0,0.0,0.0,13.0,9.0,11.0
Jamaal Charles,RB,KAN,0.0,0.0,0.0,0.0,0.0,20.0,78.0,1.0,2.0,4.0,10.0,0.0,0.0,16.8,14.8,15.8
Chris Johnson,RB,NYJ,0.0,0.0,0.0,0.0,0.0,11.0,69.0,0.0,2.0,3.0,32.0,0.0,0.0,12.100000000000001,10.100000000000001,11.100000000000001
Marshawn Lynch,RB,SEA,0.0,0.0,0.0,0.0,0.0,21.0,67.0,2.0,5.0,5.0,76.0,0.0,0.0,31.299999999999997,26.299999999999997,28.799999999999997
Tre Mason,HB,STL,0.0,0.0,0.0,0.0,0.0,19.0,65.0,0.0,1.0,2.0,-8.0,0.0,0.0,6.7,5.7,6.2
Arian Foster,RB,HOU,0.0,0.0,0.0,0.0,0.0,15.0,56.0,0.0,2.0,3.0,63.0,1.0,0.0,19.9,17.9,18.9
