Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Alex Smith,QB,SFO,232.0,3.0,0.0,19.0,18.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,21.880000000000003,21.880000000000003,21.880000000000003
Peyton Manning,QB,DEN,305.0,3.0,0.0,30.0,22.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,24.599999999999998,24.599999999999998,24.599999999999998
Matt Ryan,QB,ATL,262.0,3.0,0.0,29.0,22.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,24.28,24.28,24.28
Tom Brady,QB,NWE,304.0,4.0,0.0,35.0,23.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,28.46,28.46,28.46
Ben Roethlisberger,QB,PIT,222.0,3.0,0.0,33.0,24.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,21.480000000000004,21.480000000000004,21.480000000000004
Matt Hasselbeck,QB,TEN,236.0,1.0,0.0,29.0,22.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.44,14.44,14.44
Josh Freeman,QB,TAM,262.0,3.0,0.0,36.0,19.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.38,22.38,22.38
Matthew Stafford,QB,DET,352.0,3.0,1.0,49.0,34.0,4.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,31.28,31.28,31.28
Russell Wilson,QB,SEA,236.0,2.0,1.0,35.0,25.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,16.339999999999996,16.339999999999996,16.339999999999996
Matt Moore,QB,MIA,131.0,1.0,0.0,19.0,11.0,4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.84,8.84,8.84
Aaron Rodgers,QB,GNB,186.0,2.0,0.0,35.0,22.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,13.840000000000002,13.840000000000002,13.840000000000002
Andrew Luck,QB,IND,297.0,1.0,1.0,38.0,26.0,6.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,16.68,16.68,16.68
Sam Bradford,QB,STL,205.0,1.0,1.0,30.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,10.2,10.2
Matt Cassel,QB,KAN,218.0,1.0,1.0,30.0,20.0,7.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,12.219999999999999,12.219999999999999,12.219999999999999
Michael Vick,QB,PHI,191.0,1.0,0.0,35.0,21.0,7.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,15.84,15.84,15.84
Carson Palmer,QB,OAK,209.0,2.0,1.0,28.0,14.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.259999999999998,14.259999999999998,14.259999999999998
Jay Cutler,QB,CHI,186.0,1.0,1.0,28.0,19.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,5.840000000000002,5.840000000000002,5.840000000000002
Blaine Gabbert,QB,JAX,303.0,1.0,0.0,49.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.119999999999997,16.119999999999997,16.119999999999997
Christian Ponder,QB,MIN,251.0,1.0,1.0,35.0,19.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,13.239999999999998,13.239999999999998,13.239999999999998
Drew Brees,QB,NOR,213.0,2.0,1.0,42.0,22.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.719999999999999,14.719999999999999,14.719999999999999
Robert Griffin,QB,WAS,177.0,1.0,0.0,34.0,16.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,11.88,11.88,11.88
John Skelton,QB,ARI,290.0,0.0,1.0,52.0,32.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,9.7,9.7
Mark Sanchez,QB,NYJ,283.0,1.0,1.0,54.0,28.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,11.92,11.92,11.92
Philip Rivers,QB,SDG,154.0,0.0,0.0,34.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.16,6.16,6.16
Eli Manning,QB,NYG,192.0,0.0,1.0,29.0,15.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9799999999999995,5.9799999999999995,5.9799999999999995
Tony Romo,QB,DAL,437.0,1.0,4.0,62.0,36.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.48,19.48,19.48
Cam Newton,QB,CAR,314.0,0.0,2.0,39.0,20.0,5.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,12.260000000000002,12.260000000000002,12.260000000000002
Kellen Clemens,QB,STL,39.0,0.0,1.0,2.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06000000000000005,0.06000000000000005,0.06000000000000005
Brandon Weeden,QB,CLE,129.0,0.0,0.0,27.0,11.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5600000000000005,5.5600000000000005,5.5600000000000005
Ryan Mallett,QB,NWE,17.0,0.0,0.0,3.0,1.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38000000000000006,0.38000000000000006,0.38000000000000006
Ryan Tannehill,QB,MIA,18.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.72
Tim Masthay,P,GNB,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Morgan,WR,WAS,0.0,0.0,0.0,1.0,0.0,1.0,9.0,0.0,5.0,8.0,46.0,0.0,0.0,10.5,5.5,8.0
Brady Quinn,QB,KAN,1.0,0.0,1.0,4.0,2.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15999999999999992,-0.15999999999999992,-0.15999999999999992
Doug Martin,HB,TAM,0.0,0.0,0.0,0.0,0.0,29.0,135.0,1.0,3.0,6.0,79.0,1.0,0.0,36.4,33.4,34.9
Stevan Ridley,RB,NWE,0.0,0.0,0.0,0.0,0.0,15.0,127.0,1.0,0.0,0.0,0.0,0.0,0.0,18.7,18.7,18.7
Adrian Peterson,HB,MIN,0.0,0.0,0.0,0.0,0.0,15.0,123.0,1.0,1.0,1.0,4.0,0.0,1.0,17.7,16.7,17.2
Willis McGahee,RB,DEN,0.0,0.0,0.0,0.0,0.0,23.0,122.0,1.0,2.0,2.0,33.0,0.0,1.0,21.5,19.5,20.5
Trent Richardson,RB,CLE,0.0,0.0,0.0,0.0,0.0,24.0,122.0,1.0,1.0,1.0,12.0,0.0,0.0,20.4,19.4,19.9
