Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Peyton Manning,QB,IND,314.0,6.0,0.0,25.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.660000000000004,36.660000000000004,36.660000000000004
LaDainian Tomlinson,RB,SDG,21.0,1.0,0.0,1.0,1.0,28.0,187.0,1.0,7.0,8.0,24.0,0.0,0.0,38.94,31.939999999999998,35.44
Gus Frerotte,QB,MIN,267.0,4.0,0.0,21.0,16.0,3.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,26.28,26.28,26.28
Steve McNair,QB,TEN,161.0,3.0,0.0,16.0,15.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,18.94,18.94,18.94
Todd Bouman,QB,NOR,62.0,1.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.48,6.48,6.48
Jon Kitna,QB,CIN,215.0,3.0,0.0,31.0,23.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,20.5,20.5
Doug Pederson,QB,GNB,14.0,0.0,0.0,1.0,1.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36000000000000004,0.36000000000000004,0.36000000000000004
LaBrandon Toefield,RB,JAX,32.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,1.28,1.28
Jake Plummer,QB,DEN,277.0,2.0,0.0,34.0,25.0,6.0,40.0,0.0,0.0,0.0,0.0,0.0,1.0,21.08,21.08,21.08
Josh McCown,QB,ARI,47.0,0.0,0.0,4.0,3.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6799999999999997,2.6799999999999997,2.6799999999999997
Tim Rattay,QB,SFO,146.0,1.0,0.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.84,9.84,9.84
Brett Favre,QB,GNB,179.0,3.0,1.0,29.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.16,17.16,17.16
Rich Gannon,QB,OAK,348.0,3.0,1.0,43.0,26.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,24.520000000000003,24.520000000000003,24.520000000000003
Tim Couch,QB,CLE,280.0,2.0,1.0,36.0,23.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,17.5,17.5
Vinny Testaverde,QB,NYJ,219.0,0.0,0.0,29.0,21.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.66,8.66,8.66
Jake Delhomme,QB,CAR,168.0,1.0,0.0,27.0,17.0,5.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.419999999999998,10.419999999999998,10.419999999999998
Drew Bledsoe,QB,BUF,296.0,1.0,0.0,43.0,27.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.84,21.84,21.84
Marc Bulger,QB,STL,272.0,2.0,1.0,42.0,28.0,4.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.78,22.78,22.78
