Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Aaron Brooks,QB,NOR,181.0,3.0,0.0,23.0,17.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,19.040000000000003,19.040000000000003,19.040000000000003
Trent Green,QB,KAN,323.0,1.0,0.0,26.0,19.0,4.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.720000000000002,16.720000000000002,16.720000000000002
Carson Palmer,QB,CIN,302.0,3.0,1.0,30.0,22.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,23.479999999999997,23.479999999999997,23.479999999999997
Ryan Fitzpatrick,QB,STL,310.0,3.0,1.0,30.0,19.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7,24.7,24.7
David Carr,QB,HOU,293.0,3.0,1.0,34.0,25.0,4.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,25.619999999999997,25.619999999999997,25.619999999999997
Brad Johnson,QB,MIN,207.0,3.0,1.0,28.0,19.0,3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.080000000000002,18.080000000000002,18.080000000000002
Brooks Bollinger,QB,NYJ,251.0,1.0,0.0,28.0,19.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,15.54,15.54,15.54
Jake Delhomme,QB,CAR,191.0,1.0,0.0,27.0,20.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.540000000000001,9.540000000000001,9.540000000000001
Byron Leftwich,QB,JAX,18.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.72
Peyton Manning,QB,IND,245.0,2.0,1.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,15.8,15.8
Steve McNair,QB,TEN,343.0,3.0,1.0,41.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.72,23.72,23.72
Mark Brunell,QB,WAS,194.0,1.0,0.0,27.0,17.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.66,11.66,11.66
Gus Frerotte,QB,MIA,261.0,2.0,1.0,31.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.439999999999998,16.439999999999998,16.439999999999998
Kurt Warner,QB,ARI,315.0,2.0,1.0,46.0,29.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,17.1,17.1,17.1
Michael Vick,QB,ATL,146.0,2.0,1.0,22.0,12.0,6.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,17.54,17.54,17.54
Matt Hasselbeck,QB,SEA,249.0,2.0,1.0,37.0,21.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,16.66,16.66,16.66
Chris Simms,QB,TAM,202.0,0.0,0.0,30.0,19.0,1.0,-1.0,0.0,1.0,1.0,-3.0,0.0,1.0,6.680000000000001,5.680000000000001,6.180000000000001
Kyle Boller,QB,BAL,211.0,3.0,2.0,32.0,18.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,15.439999999999998,15.439999999999998,15.439999999999998
Eli Manning,QB,NYG,344.0,2.0,1.0,53.0,29.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,21.259999999999998,21.259999999999998,21.259999999999998
Jake Plummer,QB,DEN,162.0,1.0,1.0,24.0,15.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,9.98,9.98,9.98
Jamie Martin,QB,STL,14.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.56,0.56
Drew Bledsoe,QB,DAL,232.0,2.0,2.0,44.0,29.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,19.48,19.48,19.48
Jeff Garcia,QB,DET,154.0,1.0,1.0,24.0,14.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,8.66,8.66,8.66
Trent Dilfer,QB,CLE,214.0,1.0,2.0,35.0,23.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0600000000000005,5.0600000000000005,5.0600000000000005
J.P. Losman,QB,BUF,197.0,0.0,1.0,29.0,16.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.08,6.08,6.08
Kyle Orton,QB,CHI,134.0,1.0,1.0,28.0,14.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,9.26,9.26,9.26
David Garrard,QB,JAX,115.0,0.0,0.0,26.0,12.0,6.0,61.0,1.0,0.0,0.0,0.0,0.0,0.0,16.7,16.7,16.7
Ben Roethlisberger,QB,PIT,133.0,1.0,2.0,26.0,17.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,7.42,7.42,7.42
Dan Orlovsky,QB,DET,43.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.28,-0.28,-0.28
Ken Dorsey,QB,SFO,192.0,1.0,2.0,43.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.68,5.68,5.68
Kerry Collins,QB,OAK,226.0,0.0,2.0,37.0,21.0,2.0,23.0,1.0,0.0,0.0,0.0,0.0,1.0,11.34,11.34,11.34
Mike McMahon,QB,PHI,91.0,0.0,0.0,28.0,12.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,5.84,5.84,5.84
Brett Favre,QB,GNB,171.0,1.0,2.0,33.0,15.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.24,7.24,7.24
Tom Brady,QB,NWE,248.0,1.0,4.0,40.0,22.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,7.42,7.42,7.42
LaDainian Tomlinson,RB,SDG,0.0,0.0,0.0,1.0,0.0,25.0,184.0,3.0,6.0,9.0,29.0,0.0,0.0,45.3,39.3,42.3
Domanick Williams,RB,HOU,0.0,0.0,0.0,1.0,0.0,25.0,78.0,0.0,3.0,4.0,42.0,1.0,0.0,21.0,18.0,19.5
Drew Brees,QB,SDG,215.0,0.0,3.0,44.0,22.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.799999999999999,2.799999999999999,2.799999999999999
Joey Harrington,QB,DET,61.0,0.0,1.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43999999999999995,0.43999999999999995,0.43999999999999995
Charlie Frye,QB,CLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0
Tiki Barber,RB,NYG,0.0,0.0,0.0,0.0,0.0,26.0,151.0,0.0,5.0,8.0,27.0,0.0,0.0,22.8,17.8,20.3
