Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Peyton Manning,QB,IND,288.0,4.0,1.0,29.0,20.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25.72,25.72,25.72
Josh McCown,QB,OAK,141.0,3.0,0.0,21.0,14.0,4.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,17.84,17.84,17.84
Drew Brees,QB,NOR,179.0,2.0,0.0,23.0,17.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.56,15.56,15.56
Tony Romo,QB,DAL,309.0,4.0,1.0,30.0,19.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,26.16,26.16,26.16
Chris Kluwe,P,MIN,27.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,1.08,1.08
David Garrard,QB,JAX,257.0,2.0,1.0,29.0,24.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,14.780000000000001,14.780000000000001,14.780000000000001
Tarvaris Jackson,QB,MIN,204.0,2.0,1.0,24.0,18.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,16.16,16.16,16.16
Luke McCown,QB,TAM,313.0,2.0,1.0,37.0,29.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,21.919999999999998,21.919999999999998,21.919999999999998
Jon Kitna,QB,DET,260.0,1.0,0.0,35.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.4,12.4,12.4
Kyle Boller,QB,BAL,210.0,2.0,1.0,23.0,15.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14.799999999999997,14.799999999999997,14.799999999999997
Aaron Rodgers,QB,GNB,201.0,1.0,0.0,26.0,18.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,15.04,15.04,15.04
Vince Young,QB,TEN,248.0,2.0,1.0,31.0,21.0,5.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,20.32,20.32,20.32
Gus Frerotte,QB,STL,311.0,3.0,2.0,35.0,23.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.24,20.24,20.24
Chris Redman,QB,ATL,172.0,2.0,1.0,24.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.879999999999999,12.879999999999999,12.879999999999999
Kellen Clemens,QB,NYJ,236.0,1.0,1.0,24.0,15.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,10.84,10.84,10.84
Kurt Warner,QB,ARI,169.0,2.0,1.0,30.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.76,12.76,12.76
JaMarcus Russell,QB,OAK,56.0,0.0,0.0,7.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64,2.64,2.64
Trent Edwards,QB,BUF,257.0,0.0,0.0,36.0,22.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.68,10.68,10.68
Rex Grossman,QB,CHI,296.0,1.0,0.0,46.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.84,15.84,15.84
Matt Schaub,QB,HOU,34.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,1.36,1.36
Matt Hasselbeck,QB,SEA,187.0,2.0,1.0,34.0,19.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.38,13.38,13.38
Vinny Testaverde,QB,CAR,169.0,2.0,2.0,26.0,17.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.56,10.56,10.56
Tom Brady,QB,NWE,257.0,2.0,1.0,38.0,18.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,17.68,17.68,17.68
Ben Roethlisberger,QB,PIT,184.0,2.0,2.0,32.0,21.0,6.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,18.66,18.66,18.66
Sage Rosenfels,QB,HOU,185.0,1.0,1.0,30.0,17.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,11.9,11.9
Derek Anderson,QB,CLE,304.0,2.0,2.0,41.0,21.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,15.16,15.16,15.16
Philip Rivers,QB,SDG,157.0,1.0,1.0,21.0,10.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.080000000000002,8.080000000000002,8.080000000000002
Eli Manning,QB,NYG,195.0,1.0,2.0,27.0,16.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,6.0
Jason Campbell,QB,WAS,216.0,0.0,1.0,37.0,21.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,6.440000000000001,6.440000000000001,6.440000000000001
Damon Huard,QB,KAN,186.0,1.0,2.0,34.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.440000000000001,5.440000000000001,5.440000000000001
Joey Harrington,QB,ATL,184.0,0.0,1.0,34.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36,5.36,5.36
Carson Palmer,QB,CIN,183.0,0.0,0.0,44.0,17.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.12,7.12,7.12
Trent Dilfer,QB,SFO,171.0,2.0,4.0,29.0,14.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.74,6.74,6.74
Jay Cutler,QB,DEN,214.0,0.0,2.0,32.0,16.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,3.460000000000001,3.460000000000001,3.460000000000001
Chester Taylor,RB,MIN,0.0,0.0,0.0,1.0,0.0,14.0,70.0,1.0,2.0,3.0,17.0,0.0,0.0,16.7,14.7,15.7
John Beck,QB,MIA,177.0,0.0,3.0,39.0,23.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.62,-2.62,-2.62
A.J. Feeley,QB,PHI,220.0,1.0,4.0,42.0,19.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,6.200000000000001,6.200000000000001,6.200000000000001
Tyler Thigpen,QB,KAN,41.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3600000000000001,-0.3600000000000001,-0.3600000000000001
Brett Favre,QB,GNB,56.0,0.0,2.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7599999999999998,-1.7599999999999998,-1.7599999999999998
LaDainian Tomlinson,RB,SDG,0.0,0.0,0.0,0.0,0.0,23.0,177.0,2.0,3.0,4.0,20.0,0.0,0.0,34.7,31.7,33.2
Derrick Ward,RB,NYG,0.0,0.0,0.0,0.0,0.0,24.0,154.0,1.0,2.0,3.0,29.0,0.0,1.0,24.299999999999997,22.299999999999997,23.299999999999997
Justin Fargas,RB,OAK,0.0,0.0,0.0,0.0,0.0,33.0,146.0,1.0,2.0,4.0,18.0,0.0,0.0,24.400000000000002,22.400000000000002,23.400000000000002
Willis McGahee,RB,BAL,0.0,0.0,0.0,0.0,0.0,30.0,138.0,1.0,4.0,4.0,21.0,0.0,0.0,25.900000000000002,21.900000000000002,23.900000000000002
Adrian Peterson,RB,MIN,0.0,0.0,0.0,0.0,0.0,15.0,116.0,2.0,1.0,2.0,10.0,0.0,0.0,25.6,24.6,25.1
Edgerrin James,RB,ARI,0.0,0.0,0.0,0.0,0.0,24.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,11.4,11.4
Earnest Graham,FB,TAM,0.0,0.0,0.0,0.0,0.0,22.0,106.0,1.0,7.0,8.0,37.0,0.0,0.0,27.3,20.3,23.8
Fred Taylor,RB,JAX,0.0,0.0,0.0,0.0,0.0,14.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,10.4,10.4
Steven Jackson,RB,STL,0.0,0.0,0.0,0.0,0.0,20.0,96.0,1.0,4.0,6.0,71.0,0.0,0.0,26.7,22.7,24.7
Ryan Grant,RB,GNB,0.0,0.0,0.0,0.0,0.0,14.0,94.0,2.0,1.0,1.0,4.0,0.0,0.0,22.799999999999997,21.799999999999997,22.299999999999997
Jerious Norwood,RB,ATL,0.0,0.0,0.0,0.0,0.0,8.0,94.0,0.0,3.0,3.0,21.0,0.0,0.0,14.5,11.5,13.0
Brian Westbrook,RB,PHI,0.0,0.0,0.0,0.0,0.0,21.0,93.0,1.0,7.0,9.0,46.0,0.0,0.0,26.9,19.9,23.4
Willie Parker,HB,PIT,0.0,0.0,0.0,0.0,0.0,28.0,87.0,0.0,1.0,1.0,14.0,0.0,2.0,7.1,6.1,6.6
Ron Dayne,RB,HOU,0.0,0.0,0.0,0.0,0.0,18.0,86.0,1.0,3.0,6.0,25.0,0.0,0.0,20.1,17.1,18.6
Kolby Smith,,KAN,0.0,0.0,0.0,0.0,0.0,21.0,83.0,0.0,2.0,2.0,1.0,0.0,0.0,10.4,8.4,9.4
Fred Jackson,RB,BUF,0.0,0.0,0.0,0.0,0.0,16.0,82.0,0.0,4.0,6.0,69.0,0.0,0.0,19.1,15.1,17.1
