Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Matt Schaub,QB,HOU,242.0,2.0,0.0,15.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.78,17.78,17.78
Tony Romo,QB,DAL,270.0,3.0,0.0,26.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,22.8,22.8
Aaron Rodgers,QB,GNB,250.0,4.0,0.0,30.0,23.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1,28.1,28.1
Carson Palmer,QB,OAK,299.0,2.0,1.0,20.0,14.0,3.0,-8.0,0.0,0.0,0.0,0.0,0.0,1.0,15.16,15.16,15.16
Matt Flynn,QB,GNB,38.0,0.0,0.0,2.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.52,7.52,7.52
Ray Rice,RB,BAL,1.0,1.0,0.0,1.0,1.0,5.0,27.0,0.0,8.0,10.0,54.0,0.0,0.0,20.14,12.14,16.14
Tom Brady,QB,NWE,329.0,3.0,0.0,39.0,26.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25.36,25.36,25.36
Drew Brees,QB,NOR,322.0,2.0,0.0,43.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.880000000000003,20.880000000000003,20.880000000000003
Tim Tebow,QB,DEN,69.0,1.0,0.0,8.0,2.0,9.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,17.06,17.06,17.06
Tyler Palko,QB,KAN,47.0,0.0,0.0,6.0,5.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6799999999999997,2.6799999999999997,2.6799999999999997
Colt McCoy,QB,CLE,218.0,0.0,0.0,27.0,20.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.120000000000001,9.120000000000001,9.120000000000001
Dan Orlovsky,QB,IND,67.0,0.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6800000000000002,0.6800000000000002,0.6800000000000002
Tarvaris Jackson,QB,SEA,217.0,0.0,0.0,27.0,17.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.98,8.98,8.98
Alex Smith,QB,SFO,242.0,1.0,1.0,30.0,19.0,6.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,14.379999999999999,14.379999999999999,14.379999999999999
Eli Manning,QB,NYG,311.0,2.0,2.0,40.0,26.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.839999999999996,16.839999999999996,16.839999999999996
Ben Roethlisberger,QB,PIT,245.0,1.0,1.0,33.0,21.0,3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.600000000000001,11.600000000000001,11.600000000000001
John Skelton,QB,ARI,315.0,3.0,2.0,40.0,21.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,22.1,22.1
Matt Ryan,QB,ATL,351.0,2.0,1.0,52.0,29.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,20.939999999999998,20.939999999999998,20.939999999999998
Matt Hasselbeck,QB,TEN,219.0,1.0,1.0,27.0,15.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,12.86,12.86,12.86
Blaine Gabbert,QB,JAX,118.0,1.0,1.0,21.0,14.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.52,7.52,7.52
Matt Moore,QB,MIA,209.0,0.0,1.0,29.0,20.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,5.76,5.76,5.76
Sam Bradford,QB,STL,155.0,1.0,1.0,25.0,15.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,8.5,8.5
Philip Rivers,QB,SDG,274.0,2.0,1.0,47.0,23.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,15.36,15.36,15.36
Jay Cutler,QB,CHI,123.0,0.0,0.0,19.0,9.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,4.72,4.72,4.72
Joe Flacco,QB,BAL,255.0,1.0,1.0,52.0,29.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,13.0
Matt Cassel,QB,KAN,93.0,1.0,0.0,28.0,13.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,9.32,9.32,9.32
Mark Sanchez,QB,NYJ,306.0,1.0,2.0,39.0,20.0,5.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,19.340000000000003,19.340000000000003,19.340000000000003
Andy Dalton,QB,CIN,170.0,2.0,2.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,10.8,10.8
Cam Newton,QB,CAR,212.0,0.0,1.0,40.0,23.0,7.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,11.98,11.98,11.98
Rex Grossman,QB,WAS,215.0,0.0,2.0,32.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,4.6,4.6
Christian Ponder,QB,MIN,190.0,0.0,1.0,34.0,16.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.299999999999999,7.299999999999999,7.299999999999999
Ryan Fitzpatrick,QB,BUF,146.0,1.0,3.0,31.0,20.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,5.84,5.84,5.84
Matthew Stafford,QB,DET,329.0,1.0,4.0,63.0,33.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.260000000000002,9.260000000000002,9.260000000000002
Curtis Painter,QB,IND,94.0,0.0,2.0,19.0,13.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3400000000000003,-0.3400000000000003,-0.3400000000000003
Matt Forte,RB,CHI,0.0,0.0,0.0,1.0,0.0,18.0,64.0,1.0,1.0,5.0,3.0,0.0,0.0,13.700000000000001,12.700000000000001,13.200000000000001
Josh Johnson,QB,TAM,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0
Shane Lechler,P,OAK,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Freeman,QB,TAM,170.0,1.0,3.0,33.0,15.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,7.300000000000001,7.300000000000001,7.300000000000001
Michael Vick,QB,PHI,128.0,0.0,2.0,34.0,16.0,8.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,9.02,9.02,9.02
Michael Bush,RB,OAK,0.0,0.0,0.0,0.0,0.0,30.0,157.0,1.0,3.0,4.0,85.0,0.0,0.0,33.2,30.2,31.7
DeMarco Murray,RB,DAL,0.0,0.0,0.0,0.0,0.0,20.0,135.0,1.0,6.0,7.0,36.0,0.0,0.0,29.1,23.1,26.1
Chris Johnson,RB,TEN,0.0,0.0,0.0,0.0,0.0,27.0,130.0,1.0,4.0,7.0,44.0,0.0,0.0,27.4,23.4,25.4
Steven Jackson,HB,STL,0.0,0.0,0.0,0.0,0.0,27.0,128.0,0.0,3.0,3.0,23.0,0.0,1.0,16.1,13.100000000000001,14.600000000000001
Fred Jackson,RB,BUF,0.0,0.0,0.0,0.0,0.0,13.0,114.0,0.0,4.0,4.0,1.0,0.0,1.0,13.5,9.5,11.5
Maurice Jones-Drew,RB,JAX,0.0,0.0,0.0,0.0,0.0,25.0,114.0,1.0,3.0,3.0,23.0,0.0,0.0,22.7,19.7,21.2
