Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Joe Webb,QB,MIN,84.0,2.0,0.0,5.0,4.0,5.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,20.759999999999998,20.759999999999998,20.759999999999998
Aaron Rodgers,QB,GNB,283.0,5.0,0.0,29.0,21.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,33.12,33.12,33.12
Cam Newton,QB,CAR,171.0,3.0,0.0,17.0,12.0,6.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,31.34,31.34,31.34
Matthew Stafford,QB,DET,373.0,3.0,0.0,36.0,29.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,27.42,27.42,27.42
Michael Vick,QB,PHI,293.0,2.0,0.0,32.0,18.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,20.72,20.72,20.72
T.J. Yates,QB,HOU,132.0,0.0,0.0,16.0,13.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.1800000000000006,3.1800000000000006,3.1800000000000006
Matt Moore,QB,MIA,281.0,3.0,1.0,32.0,16.0,3.0,-8.0,0.0,0.0,0.0,0.0,0.0,1.0,18.44,18.44,18.44
Drew Brees,QB,NOR,307.0,4.0,2.0,39.0,23.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,25.18,25.18,25.18
Matt Ryan,QB,ATL,373.0,1.0,0.0,52.0,34.0,2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,18.62,18.62,18.62
Andy Dalton,QB,CIN,154.0,2.0,0.0,31.0,18.0,5.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,18.96,18.96,18.96
Josh Freeman,QB,TAM,274.0,1.0,1.0,38.0,28.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,17.36,17.36,17.36
Rex Grossman,QB,WAS,284.0,2.0,1.0,41.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.36,15.36,15.36
Chris Redman,QB,ATL,61.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,2.44,2.44
Tom Brady,QB,NWE,304.0,1.0,0.0,46.0,27.0,9.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,29.86,29.86,29.86
Stephen McGee,QB,DAL,182.0,1.0,0.0,38.0,24.0,4.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,14.080000000000002,14.080000000000002,14.080000000000002
Tarvaris Jackson,QB,SEA,163.0,1.0,0.0,28.0,15.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,8.82,8.82,8.82
Dan Orlovsky,QB,IND,244.0,1.0,0.0,41.0,23.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,11.959999999999999,11.959999999999999,11.959999999999999
Charlie Batch,QB,PIT,208.0,0.0,1.0,22.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.32,6.32,6.32
Ryan Fitzpatrick,QB,BUF,196.0,0.0,0.0,27.0,15.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,10.04,10.04,10.04
Josh McCown,QB,CHI,242.0,1.0,2.0,28.0,19.0,8.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,13.48,13.48,13.48
Matt Hasselbeck,QB,TEN,350.0,1.0,2.0,40.0,24.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,14.2,14.2
Alex Smith,QB,SFO,179.0,0.0,0.0,26.0,14.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,9.36,9.36,9.36
Christian Ponder,QB,MIN,68.0,0.0,0.0,13.0,8.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,4.720000000000001,4.720000000000001,4.720000000000001
Joe Flacco,QB,BAL,132.0,2.0,1.0,24.0,11.0,4.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,14.280000000000001,14.280000000000001,14.280000000000001
Carson Palmer,QB,OAK,237.0,1.0,2.0,26.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.48,9.48,9.48
Kyle Orton,QB,KAN,300.0,1.0,2.0,36.0,21.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,12.2,12.2
Seneca Wallace,QB,CLE,147.0,1.0,1.0,33.0,19.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,8.379999999999999,8.379999999999999,8.379999999999999
Eli Manning,QB,NYG,225.0,1.0,1.0,27.0,9.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,10.9,10.9
John Skelton,QB,ARI,297.0,2.0,3.0,44.0,23.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,14.480000000000004,14.480000000000004,14.480000000000004
Philip Rivers,QB,SDG,299.0,1.0,2.0,53.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.96,11.96,11.96
Mark Sanchez,QB,NYJ,258.0,1.0,2.0,59.0,30.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,15.620000000000001,15.620000000000001,15.620000000000001
Blaine Gabbert,QB,JAX,198.0,0.0,1.0,42.0,21.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.32,6.32,6.32
Kellen Clemens,QB,STL,91.0,0.0,0.0,24.0,9.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.640000000000001,4.640000000000001,4.640000000000001
Tony Romo,QB,DAL,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Tebow,QB,DEN,185.0,1.0,3.0,29.0,13.0,10.0,34.0,1.0,0.0,0.0,0.0,0.0,1.0,12.799999999999997,12.799999999999997,12.799999999999997
Arian Foster,RB,HOU,0.0,0.0,0.0,0.0,0.0,23.0,158.0,1.0,3.0,3.0,16.0,0.0,0.0,26.400000000000002,23.400000000000002,24.900000000000002
Evan Royster,RB,WAS,0.0,0.0,0.0,0.0,0.0,19.0,132.0,0.0,2.0,4.0,15.0,0.0,0.0,16.7,14.7,15.7
Kahlil Bell,RB,CHI,0.0,0.0,0.0,0.0,0.0,23.0,121.0,0.0,4.0,4.0,38.0,0.0,0.0,19.9,15.899999999999999,17.9
Rashard Mendenhall,RB,PIT,0.0,0.0,0.0,0.0,0.0,18.0,116.0,1.0,1.0,1.0,35.0,0.0,0.0,22.1,21.1,21.6
Reggie Bush,RB,MIA,0.0,0.0,0.0,0.0,0.0,22.0,113.0,0.0,2.0,3.0,26.0,0.0,0.0,15.9,13.9,14.9
Peyton Hillis,RB,CLE,0.0,0.0,0.0,0.0,0.0,24.0,112.0,0.0,2.0,4.0,0.0,0.0,0.0,13.2,11.2,12.2
C.J. Spiller,RB,BUF,0.0,0.0,0.0,0.0,0.0,16.0,111.0,1.0,2.0,3.0,27.0,0.0,0.0,21.8,19.8,20.8
Toby Gerhart,RB,MIN,0.0,0.0,0.0,0.0,0.0,11.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,10.9,10.9
Marshawn Lynch,RB,SEA,0.0,0.0,0.0,0.0,0.0,21.0,107.0,1.0,2.0,2.0,24.0,0.0,0.0,21.099999999999998,19.099999999999998,20.099999999999998
Steven Jackson,RB,STL,0.0,0.0,0.0,0.0,0.0,24.0,103.0,0.0,2.0,3.0,24.0,0.0,0.0,14.700000000000001,12.700000000000001,13.700000000000001
Maurice Jones-Drew,RB,JAX,0.0,0.0,0.0,0.0,0.0,24.0,103.0,1.0,6.0,10.0,21.0,0.0,0.0,24.400000000000002,18.400000000000002,21.400000000000002
Jonathan Stewart,RB/F,CAR,0.0,0.0,0.0,0.0,0.0,7.0,88.0,0.0,1.0,2.0,11.0,1.0,0.0,16.9,15.9,16.4
Ray Rice,RB,BAL,0.0,0.0,0.0,0.0,0.0,23.0,87.0,0.0,3.0,3.0,48.0,1.0,0.0,22.5,19.5,21.0
Frank Gore,RB,SFO,0.0,0.0,0.0,0.0,0.0,23.0,83.0,1.0,1.0,1.0,13.0,0.0,0.0,16.6,15.600000000000001,16.1
Kendall Hunter,RB,SFO,0.0,0.0,0.0,0.0,0.0,12.0,73.0,0.0,1.0,3.0,11.0,0.0,0.0,9.4,8.4,8.9
Michael Bush,RB,OAK,0.0,0.0,0.0,0.0,0.0,23.0,70.0,0.0,2.0,3.0,24.0,0.0,0.0,11.4,9.4,10.4
Darren Sproles,RB,NOR,0.0,0.0,0.0,0.0,0.0,5.0,67.0,0.0,2.0,3.0,22.0,1.0,0.0,16.9,14.899999999999999,15.899999999999999
DeAngelo Williams,RB,CAR,0.0,0.0,0.0,0.0,0.0,7.0,66.0,2.0,2.0,2.0,18.0,0.0,0.0,22.400000000000002,20.400000000000002,21.400000000000002
Willis McGahee,RB,DEN,0.0,0.0,0.0,0.0,0.0,15.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,6.4,6.4
