Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Gus Frerotte,QB,DEN,50.0,1.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0
Tom Brady,QB,NWE,250.0,3.0,0.0,31.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0
Rich Gannon,QB,OAK,242.0,3.0,0.0,34.0,25.0,9.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,24.08,24.08,24.08
Tony Gonzalez,TE,KAN,40.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,8.0,42.0,0.0,0.0,9.8,5.800000000000001,7.800000000000001
Steve McNair,QB,TEN,241.0,2.0,0.0,34.0,27.0,10.0,74.0,2.0,0.0,0.0,0.0,0.0,0.0,37.04,37.04,37.04
Jeff Garcia,QB,SFO,296.0,3.0,2.0,35.0,26.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,18.54,18.54,18.54
Tim Couch,QB,CLE,211.0,2.0,1.0,23.0,14.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.339999999999996,14.339999999999996,14.339999999999996
Kerry Collins,QB,NYG,280.0,3.0,2.0,34.0,24.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,18.3,18.3,18.3
Brad Johnson,QB,TAM,177.0,2.0,0.0,30.0,18.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,17.68,17.68,17.68
Peyton Manning,QB,IND,199.0,1.0,0.0,27.0,17.0,3.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,22.36,22.36,22.36
Tony Banks,QB,WAS,152.0,2.0,1.0,23.0,15.0,4.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,14.780000000000001,14.780000000000001,14.780000000000001
Drew Brees,QB,SDG,221.0,1.0,0.0,27.0,15.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,14.64,14.64,14.64
Mark Brunell,QB,JAX,261.0,1.0,1.0,32.0,21.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,14.54,14.54,14.54
Ryan Leaf,QB,DAL,85.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.4,3.4
