Player,Pos,Tm,PassingYds,PassingTD,Int,PassingAtt,Cmp,RushingAtt,RushingYds,RushingTD,Rec,Tgt,ReceivingYds,ReceivingTD,FL,PPRFantasyPoints,StandardFantasyPoints,HalfPPRFantasyPoints
Tom Brady,QB,NWE,199.0,2.0,0.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.96,15.96,15.96
Ben Roethlisberger,QB,PIT,280.0,2.0,0.0,22.0,15.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,21.599999999999998,21.599999999999998,21.599999999999998
Josh Freeman,QB,TAM,255.0,2.0,0.0,26.0,21.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,17.3,17.3,17.3
Matt Schaub,QB,HOU,253.0,1.0,0.0,22.0,18.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.219999999999999,14.219999999999999,14.219999999999999
Antwaan Randle El,WR,PIT,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,21.0,0.0,0.0,8.22,6.220000000000001,7.220000000000001
Brian Hoyer,QB,NWE,122.0,1.0,0.0,13.0,7.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.78,8.78,8.78
Kerry Collins,QB,TEN,300.0,2.0,0.0,39.0,28.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,18.2,18.2,18.2
Matt Ryan,QB,ATL,236.0,2.0,0.0,32.0,22.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,18.139999999999997,18.139999999999997,18.139999999999997
Alex Smith,QB,SFO,276.0,2.0,0.0,29.0,15.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.939999999999998,18.939999999999998,18.939999999999998
Peyton Manning,QB,IND,264.0,2.0,0.0,41.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.560000000000002,18.560000000000002,18.560000000000002
Tyler Palko,QB,KAN,27.0,0.0,0.0,3.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6800000000000002,1.6800000000000002,1.6800000000000002
